gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-0.3431369275747509,1,0,0,0,0,0,1,1,1,0.8493528886139774,-0.0197653929303992,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,1,1,0.480383967211721,-0.9723994269482424,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.3273654847539706,1,1,1,1,1,0,1,1,1,1.5374300663641316,2.128155780910457,0,False,True,False,True,False,False,False,True,False,False
0,0,0,0,-1.2802480369298874,1,0,0,0,1,0,0,0,0,0.3573943267443021,-0.9740318205691134,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,1.4495973685829016,1,1,1,1,1,1,1,1,0,1.7883954138044051,2.517746371967285,0,False,True,False,False,False,True,False,False,False,True
1,1,1,0,-0.7098325790615434,1,1,1,0,1,0,1,0,1,1.0537816153368496,-0.3931202852715361,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.1457906077409725,1,0,0,1,0,1,0,1,1,0.0200038265431398,0.0948992292491712,1,True,False,False,False,True,False,False,False,False,True
1,0,0,0,-1.1580161531009563,1,0,0,0,0,0,0,0,0,-0.6730594177124505,-0.9099714006365486,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,0.5532302205040753,1,1,0,1,1,0,0,1,1,0.975666573418354,0.9375893469640172,0,False,True,False,False,True,False,False,False,True,False
1,0,1,0,-0.5876006952326126,1,0,0,0,1,0,0,0,1,-0.5068572008645872,-0.6198465235865852,1,True,False,False,True,False,False,False,False,False,True
1,1,1,1,0.1050466464646622,1,0,0,1,0,1,1,1,1,0.3740145484290884,0.204666670566128,0,True,False,False,True,False,False,False,False,True,False
0,0,1,1,0.5939741817803856,1,0,0,0,0,0,0,0,0,-1.5123806127941604,-0.6144860958856163,0,False,False,True,False,False,True,True,False,False,False
0,0,1,1,0.3902543753988342,1,0,0,0,1,0,1,1,1,0.9091856866792086,0.7024143686922973,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.4974224132778524,-0.9986500811217108,0,False,False,True,True,False,False,False,False,False,True
0,0,0,0,1.1643896396487294,1,1,1,0,1,1,1,1,0,0.7197151594726443,1.2759139545761895,0,True,False,False,False,False,True,False,True,False,False
0,0,0,0,1.6125732136881423,1,0,1,1,1,1,0,1,1,0.2726311961518919,1.3155767076887073,0,True,False,False,False,False,True,False,True,False,False
0,0,1,0,-0.7098325790615434,1,0,0,0,0,0,0,0,0,-1.4741541029191516,-0.8614187201022596,0,False,False,True,True,False,False,False,True,False,False
1,0,0,0,-1.1580161531009563,1,0,0,0,1,1,1,1,1,0.3191678168692938,-0.8751396502668791,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-0.8728084241667845,1,0,0,0,0,0,0,0,0,-1.4891123024354591,-0.9138538503294314,0,False,False,True,False,True,False,False,False,False,True
0,0,0,0,-0.5876006952326126,1,0,0,0,0,0,0,0,1,0.2094743537497036,-0.4568718739785308,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,1.2051336009250395,1,1,0,0,1,0,1,1,1,1.2149977656792768,1.7124248325464355,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,-1.2395040756535771,1,0,0,0,0,0,0,0,1,0.1862060433910031,-0.939067713959914,0,False,True,False,True,False,False,False,True,False,False
0,1,1,0,-0.3023929662984406,1,0,0,1,1,0,0,1,0,0.7845340240433111,-0.0406556194028988,0,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-0.7098325790615434,1,1,1,0,0,0,1,1,1,1.160151034119482,-0.3161330726115321,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,1.6125732136881423,1,1,0,1,1,1,1,1,1,0.7911821127172253,1.728859065621422,0,True,False,False,False,False,True,True,False,False,False
1,0,0,0,-0.4653688114036817,1,0,1,0,1,0,1,0,0,0.0183418043746608,-0.3789361082685611,0,True,False,False,True,False,False,True,False,False,False
0,0,1,0,1.490341329859212,1,1,0,0,0,0,0,0,0,-1.3478404181147754,-0.2830219533557539,0,False,False,True,False,False,True,True,False,False,False
0,0,1,0,0.6347181430566958,1,0,0,0,1,1,1,1,1,1.1717851892988325,1.125336672737454,0,False,True,False,True,False,False,False,True,False,False
1,0,1,1,-0.0171852373642686,0,0,0,0,1,0,1,1,0,-0.4719547353265357,-0.2778821193873352,0,True,False,False,True,False,False,False,True,False,False
1,0,1,1,-1.0357842692720256,1,0,1,0,0,0,1,1,0,0.1629377330323022,-0.7796446234459171,0,True,False,False,True,False,False,False,True,False,False
0,0,1,0,1.0014137945434884,1,1,0,1,1,1,1,0,0,0.325815905543208,0.9201624420925548,0,True,False,False,False,True,False,True,False,False,False
0,0,0,1,-0.5876006952326126,1,0,0,0,0,0,0,0,0,-1.4841262359300234,-0.834925412822986,1,False,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.9135523854430948,0,0,0,1,0,1,0,0,0,-0.96557531936469,-0.8353886596613413,0,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.2395040756535771,1,1,0,0,1,0,0,0,0,0.525258565760644,-0.9386265264948136,1,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2802480369298874,1,0,0,0,0,1,0,0,1,0.3158437725323362,-0.9745833049004888,0,False,True,False,True,False,False,False,False,False,True
0,1,0,0,0.797693988161937,1,1,1,0,1,0,0,0,0,-0.1644806341579885,0.3617514675150933,0,True,False,False,False,False,True,True,False,False,False
0,0,0,0,-0.8728084241667845,1,1,0,0,0,1,1,0,0,0.8427047999400633,-0.5714923774115912,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0,1.0421577558197987,1,1,0,1,0,1,0,0,1,-0.16281861198951,0.5390426503656527,0,True,False,False,False,False,True,False,True,False,False
0,1,1,0,-0.0171852373642686,1,1,0,0,0,0,1,1,1,0.9440881522172598,0.285756926651565,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-1.1987601143772668,1,1,0,1,1,0,1,0,1,0.1446554891790373,-0.9036844792588692,0,True,False,False,True,False,False,True,False,False,False
1,0,1,0,1.368109446030281,1,1,0,1,1,0,1,1,1,1.3363253839782172,2.1397369518693403,1,False,True,False,True,False,False,False,True,False,False
1,0,0,0,-0.8320644628904743,1,1,0,0,0,0,1,1,1,1.0388234158205416,-0.5008362048757767,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.5468567339563023,0,0,0,0,1,0,1,0,1,-0.8359375902233565,-0.68381870602613,1,True,False,False,True,False,False,False,False,True,False
1,0,1,1,1.490341329859212,1,1,0,1,1,0,1,0,0,1.02885128280967,1.865318348576948,0,False,True,False,False,True,False,False,True,False,False
1,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,-1.4891123024354591,-0.9196995842420104,0,False,False,True,True,False,False,False,True,False,False
0,1,1,1,-0.0171852373642686,1,1,0,1,0,0,1,1,1,1.183419344478183,0.4122233135225688,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,1,-0.6398189743428778,-0.8297414601080574,1,True,False,False,True,False,False,False,False,True,False
1,0,1,0,1.2866215234776603,1,1,0,1,1,1,1,0,1,0.375676570597567,1.1186306232679293,0,True,False,False,False,False,True,True,False,False,False
1,0,1,1,-1.1580161531009563,0,0,1,0,0,0,1,0,0,-0.8725020779298864,-0.9384941702552836,0,True,False,False,True,False,False,False,True,False,False
1,0,1,1,0.1457906077409725,1,0,0,0,0,0,0,0,0,-1.5073945462887242,-0.6744875911392585,0,False,False,True,False,False,True,False,True,False,False
1,0,1,1,-0.9950403079957154,1,0,0,0,1,0,0,0,1,-0.4569965358102282,-0.8242486761675585,1,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-0.0171852373642686,1,0,0,0,0,0,1,1,0,0.8726211989726784,0.2595062724780966,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-1.2395040756535771,0,0,0,0,0,0,0,0,1,-1.3428543516093396,-0.9912381317080255,1,True,False,False,True,False,False,False,False,False,True
0,0,1,1,-0.5876006952326126,1,1,0,0,0,0,0,0,1,-1.3345442407669466,-0.799409821882411,0,False,False,True,False,False,True,False,True,False,False
0,0,1,1,0.797693988161937,1,0,0,0,0,0,0,0,0,-1.485788258098502,-0.5314325555804831,0,False,False,True,False,False,True,True,False,False,False
0,0,1,0,-0.3431369275747509,1,1,1,1,1,0,0,0,0,0.0499202255757549,-0.3193537411067643,0,True,False,False,True,False,False,False,False,False,True
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,1,1,-0.3173866736580229,-0.9829879261106498,0,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-1.0357842692720256,1,0,0,0,0,0,0,0,1,-1.509056568457203,-0.9329572675682748,0,False,False,True,True,False,False,False,False,False,True
0,1,0,0,-0.9950403079957154,1,1,0,0,0,1,1,1,1,1.17510923363579,-0.6065226621405558,0,False,True,False,True,False,False,False,True,False,False
0,0,1,1,-0.7505765403378537,1,0,0,0,0,0,0,0,0,0.1795579547170885,-0.5456608513299681,0,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.791320501614164,1,0,0,0,0,0,0,0,0,-1.5123806127941604,-0.8928092082441466,0,False,False,True,False,True,False,False,True,False,False
1,0,1,1,0.3087664528462136,1,1,1,1,0,1,1,1,1,1.5058516451630377,0.9643473667223512,0,False,True,False,True,False,False,False,True,False,False
0,0,1,0,1.24587756220135,1,0,1,0,1,0,0,0,1,0.5435408096139093,1.2976203778591249,0,False,True,False,False,True,False,False,True,False,False
1,0,1,0,-0.6283446565089229,1,1,0,1,0,0,0,0,1,0.5219345214236869,-0.4175400114648381,0,False,True,False,True,False,False,True,False,False,False
0,0,1,0,-0.5468567339563023,1,1,0,0,0,0,1,0,1,0.7330113368204731,-0.3171698631545178,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.8320644628904743,1,0,0,0,0,0,0,0,1,-0.6564391960276642,-0.7765783705634701,0,True,False,False,True,False,False,False,False,True,False
0,0,1,1,0.4309983366751445,1,1,0,0,0,0,0,0,1,-1.3411923294408608,-0.5691982025930695,0,False,False,True,False,True,False,True,False,False,False
0,0,0,0,-0.5876006952326126,1,1,0,1,0,0,1,0,1,0.8377187334346272,-0.3335158587364843,1,False,True,False,True,False,False,False,True,False,False
1,0,0,0,0.1050466464646622,1,1,0,0,0,0,0,0,1,-1.3029658195658524,-0.609743330635788,0,False,False,True,True,False,False,False,False,True,False
0,0,1,1,0.3902543753988342,1,1,0,0,0,0,1,1,1,0.9773285955868324,0.8395795515919835,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.1643896396487294,1,1,1,1,1,1,1,1,0,0.8260845782552769,1.3347683624205706,0,True,False,False,False,False,True,False,False,True,False
0,0,0,0,0.2680224915699033,1,0,1,0,1,1,1,0,1,1.0222031941357554,0.6218755969382357,1,False,True,False,False,True,False,False,False,True,False
1,0,0,0,-0.4653688114036817,1,1,0,1,0,0,0,0,1,0.5834293416573961,-0.1899093388463336,1,False,True,False,True,False,False,False,False,True,False
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.46418196990828,-0.9982088936566104,0,False,False,True,True,False,False,False,False,False,True
0,0,1,1,1.0421577558197987,0,0,1,0,1,1,1,1,0,-0.1678046784949459,0.5916542555788645,0,True,False,False,False,False,True,False,False,False,True
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.4808021915930665,-0.9984294873891606,0,False,False,True,True,False,False,False,False,False,True
1,0,0,0,0.8384379494382472,1,0,0,0,0,0,0,0,0,-1.5057325241202455,-0.5438961014695668,0,False,False,True,False,False,True,False,True,False,False
0,0,0,0,-0.3023929662984406,1,1,0,0,0,0,0,0,0,-1.3312201964299892,-0.7020176889615178,1,False,False,True,False,False,True,False,True,False,False
0,0,1,0,1.2866215234776603,1,1,0,0,1,1,0,0,0,-0.2143412992123476,0.6499351197186154,0,True,False,False,False,True,False,True,False,False,False
0,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,1,1,-0.1545085011471169,-0.9808261075316582,1,True,False,False,True,False,False,False,False,True,False
1,1,0,0,-1.1580161531009563,1,0,0,0,0,0,0,0,0,0.1513035778529514,-0.8919268333139458,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-1.1172721918246462,0,0,0,1,0,0,0,0,1,-1.1400876470549464,-0.9335969893926702,0,True,False,False,True,False,False,False,False,True,False
0,0,1,0,0.4717422979514547,1,1,1,1,1,1,0,0,1,1.0072449946194475,0.7841002278556196,0,False,True,False,True,False,False,False,True,False,False
1,0,0,0,-0.0579291986405789,1,1,0,1,1,0,1,1,1,1.2848026967553796,0.3455157687994019,1,False,True,False,False,True,False,False,False,True,False
0,0,0,0,-1.2395040756535771,1,0,0,1,0,0,1,0,1,0.7429834698313453,-0.92629533684526,1,False,True,False,True,False,False,True,False,False,False
1,0,1,1,1.5718292524118322,1,1,1,1,1,1,1,1,1,1.703632283211995,2.653389458112376,0,False,True,False,False,False,True,True,False,False,False
0,0,1,1,1.6125732136881423,1,0,1,1,1,1,1,1,0,0.6814886495976356,1.6967626775353746,0,True,False,False,False,False,True,True,False,False,False
0,0,1,1,0.960669833267178,1,1,1,1,0,0,0,1,0,0.131359311831208,0.6759431207862787,0,True,False,False,False,True,False,True,False,False,False
1,0,1,0,-0.3431369275747509,1,0,0,0,0,0,0,0,0,-1.485788258098502,-0.7718135459403866,0,False,False,True,False,True,False,False,False,False,True
0,0,0,0,-0.4246248501273714,1,0,1,0,0,0,0,0,1,-0.498547090022194,-0.5445358232939623,0,True,False,False,True,False,False,False,False,True,False
1,0,1,0,0.0235587239120416,1,1,1,1,1,0,1,0,1,0.2643210853094987,0.0724207279023103,0,True,False,False,True,False,False,True,False,False,False
1,0,0,0,0.8791819107145575,1,1,1,0,1,1,1,1,0,0.7413214476628662,1.081747351185543,0,True,False,False,False,False,True,True,False,False,False
1,0,1,1,-0.2616490050221303,1,0,0,0,0,0,0,0,1,-1.487450280266981,-0.7841667949631953,0,False,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.5876006952326126,1,1,1,0,1,0,1,0,0,0.1562896443583875,-0.4782032879161307,0,True,False,False,True,False,False,False,False,False,True
0,1,0,0,-1.2802480369298874,0,0,0,0,0,0,1,0,1,-0.9423070090059888,-0.9912822504545356,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-0.6690886177852331,1,1,0,0,0,0,0,0,0,0.2609970409725416,-0.4804533439881424,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,-0.5002091121906725,-0.9854144571687016,0,True,False,False,True,False,False,False,False,True,False
1,0,0,1,-0.22090504374582,1,0,0,0,0,0,0,0,0,-1.499084435446331,-0.7826667575818543,0,False,False,True,False,False,True,False,True,False,False
0,0,1,0,-0.6690886177852331,1,1,0,1,0,0,1,1,1,1.1701231671303538,-0.330251071494742,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.1050466464646622,1,1,1,0,0,0,0,0,0,-0.3173866736580229,-0.1584747319579365,0,True,False,False,False,False,True,False,False,False,True
0,0,1,1,0.1457906077409725,1,1,0,1,1,0,1,0,1,1.082035992200986,0.5182186020129181,1,False,True,False,True,False,False,True,False,False,False
1,1,1,0,0.1865345690172827,1,1,0,0,0,0,1,1,1,0.9208198418585588,0.525057007721973,1,False,True,False,True,False,False,False,False,True,False
1,1,1,0,0.7162060656093164,1,1,1,1,1,0,1,0,1,1.233280009532542,1.3157090639282374,0,False,True,False,False,True,False,True,False,False,False
1,0,0,1,-0.1394171211931994,0,0,1,1,1,1,0,0,1,-0.6581012181961428,-0.4592101675435624,0,True,False,False,True,False,False,False,False,False,True
0,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.1479795335159944,-0.9768113015992456,1,False,True,False,True,False,False,False,False,True,False
0,1,0,0,0.960669833267178,1,1,1,0,1,1,0,1,0,0.280941306994285,0.7812986874522325,0,True,False,False,False,False,True,True,False,False,False
0,1,0,0,-1.1172721918246462,1,1,0,0,0,0,1,0,1,0.6100216963530546,-0.8105718647494489,1,False,True,False,True,False,False,False,True,False,False
0,0,1,1,-0.506112772679992,1,1,1,0,0,0,1,1,0,0.3723525262606099,-0.3064269483793252,0,True,False,False,False,True,False,True,False,False,False
0,0,1,0,0.0235587239120416,1,0,0,0,0,0,0,0,0,-1.487450280266981,-0.7120105850460398,0,False,False,True,True,False,False,False,False,False,True
1,0,0,0,0.8791819107145575,0,0,1,1,0,0,0,1,0,-0.6182126861526555,0.0655823221932555,0,True,False,False,False,False,True,True,False,False,False
1,0,1,0,1.2051336009250395,1,0,0,1,1,1,0,0,1,-0.1545085011471169,0.6485012604570394,0,True,False,False,False,False,True,False,True,False,False
1,0,0,0,1.4088534073065913,1,0,0,0,0,0,0,0,1,-1.495760391109374,-0.4288344105714061,0,False,False,True,False,False,True,False,False,False,True
1,1,1,0,1.6125732136881423,0,0,1,1,1,1,1,1,1,-0.0115745946579542,1.0402316107196043,0,True,False,False,False,False,True,False,True,False,False
1,0,1,1,1.490341329859212,1,1,0,0,0,0,0,0,0,-1.3411923294408608,-0.2493152310220902,0,False,False,True,False,False,True,True,False,False,False
0,0,0,1,0.6754621043330061,1,0,0,0,0,0,0,0,0,-1.4741541029191516,-0.5553007974424098,0,False,False,True,False,False,True,False,True,False,False
1,1,0,0,0.1050466464646622,1,0,0,0,1,1,1,1,1,0.2726311961518919,0.0829209895716977,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,1.490341329859212,1,1,0,1,1,0,1,1,1,1.301422918440166,2.2781154002980526,1,False,True,False,True,False,False,False,False,True,False
0,1,0,0,0.3495104141225239,1,1,1,1,1,0,1,1,1,1.6088970196087131,1.0615850840304593,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.0421577558197987,1,1,1,1,1,1,0,0,1,0.2094743537497036,0.8893896164018084,0,True,False,False,False,True,False,False,True,False,False
1,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.1945161542333963,-0.976193639148105,1,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.8320644628904743,1,0,0,0,0,0,0,0,0,-1.487450280266981,-0.8902503209465648,0,False,False,True,True,False,False,False,True,False,False
1,0,0,1,1.368109446030281,1,0,0,0,0,0,0,0,0,-1.4708300585821945,-0.408628024669812,0,False,False,True,False,False,True,False,False,False,True
0,1,0,0,-1.0357842692720256,1,0,0,1,0,0,0,0,1,-0.448686424967835,-0.8223515700676272,0,True,False,False,True,False,False,False,False,False,True
0,1,1,0,0.8791819107145575,1,1,1,1,1,1,1,1,1,1.6886740836956873,1.829935113875903,0,False,True,False,False,True,False,True,False,False,False
1,0,1,1,1.6125732136881423,1,0,0,0,0,0,0,0,0,-1.4907743246039378,-0.4237386953494976,0,False,False,True,False,False,True,True,False,False,False
1,0,1,0,0.3902543753988342,1,1,0,0,1,1,1,1,1,1.374551893853226,0.9835831402007243,1,False,True,False,True,False,False,True,False,False,False
0,0,1,0,-1.2395040756535771,1,0,1,0,0,0,0,0,1,0.3191678168692938,-0.9458620009224588,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,-0.62486077482657,-0.7902551819815796,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,1.0421577558197987,1,1,1,1,1,0,1,1,1,1.4842453569728156,1.7035349051246644,1,False,True,False,False,False,True,True,False,False,False
0,0,1,1,-0.9542963467194052,1,0,1,0,0,0,0,0,0,-0.5384356220656811,-0.8210500670455813,0,True,False,False,False,True,False,False,False,False,True
0,0,0,0,-0.0171852373642686,1,1,0,0,0,0,1,0,0,0.6399380953856697,0.2199538162318538,1,False,True,False,False,True,False,False,False,True,False
0,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,1,-1.4575338812343652,-0.959053506128958,0,False,False,True,True,False,False,False,False,False,True
1,1,1,0,0.7162060656093164,1,1,1,0,1,0,1,1,1,1.3379874061466956,1.270619704994986,0,False,True,False,False,False,True,False,True,False,False
1,0,1,1,1.0014137945434884,1,0,0,0,0,0,0,0,0,-1.46418196990828,-0.5118438321300294,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,0.6347181430566958,1,1,0,0,0,0,0,0,0,-1.3212480634191175,-0.4905124181924294,0,False,False,True,False,True,False,False,True,False,False
0,0,0,0,0.960669833267178,1,0,0,1,0,0,0,0,1,0.3008855730160285,0.7983505829783595,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,1.4088534073065913,1,1,1,1,1,0,1,0,1,1.2681824750705932,2.030763647989564,1,False,True,False,True,False,False,False,True,False,False
1,0,0,0,1.490341329859212,0,0,1,1,0,1,1,1,1,-0.1578325454840742,0.8353441519270204,0,True,False,False,False,False,True,True,False,False,False
0,0,0,0,-0.3838808888510611,1,1,0,1,0,0,0,0,1,0.4770599228747639,-0.267514213957478,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,-1.1172721918246462,1,0,0,0,0,0,0,0,0,-1.485788258098502,-0.9698184802774056,0,False,False,True,False,True,False,False,False,False,True
1,1,1,0,-0.3023929662984406,1,1,1,0,0,0,0,1,1,0.8061403122335331,-0.0466998876747732,1,False,True,False,False,True,False,False,False,True,False
1,0,0,0,-0.9950403079957154,1,1,0,1,0,0,1,1,0,1.1983775439944904,-0.6457883465344834,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,1,0.3141817503638577,-0.974605364273744,1,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-1.1580161531009563,1,1,0,0,0,0,0,0,0,0.3507462380703874,-0.8581980516070273,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.9199258719908678,1,1,1,1,0,1,1,0,1,0.3391120828910372,0.8517563256287518,0,True,False,False,False,True,False,False,True,False,False
0,1,1,0,-1.2802480369298874,1,0,1,0,0,0,0,0,1,-0.5068572008645872,-0.9855026946617216,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,0.3902543753988342,1,0,0,0,0,0,0,0,1,-1.4675060142452372,-0.5846618232448355,0,False,False,True,False,True,False,False,False,False,True
1,0,1,0,0.3087664528462136,1,0,0,1,1,0,0,0,1,0.5053142997389005,0.3906492464791636,0,False,True,False,True,False,False,False,False,True,False
1,0,1,0,-0.9135523854430948,1,0,0,0,0,0,0,0,0,-1.5024084797832884,-0.9237805682941884,0,False,False,True,False,True,False,True,False,False,False
1,1,0,0,-1.2802480369298874,1,1,0,0,1,0,1,0,1,0.7978302013911399,-0.9681860866565344,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.7098325790615434,1,0,1,1,1,1,1,1,0,0.653234272733499,-0.4391802566280084,0,True,False,False,True,False,False,False,False,False,True
0,1,1,0,-0.2616490050221303,1,0,0,0,1,0,0,1,0,-0.1362262572938518,-0.3026106768062075,0,True,False,False,False,True,False,False,False,False,True
0,0,1,0,1.5310852911355222,1,1,0,1,1,1,1,1,1,1.4859073791412942,2.378551726728137,1,False,True,False,False,True,False,False,False,True,False
0,0,1,1,0.5532302205040753,1,0,0,0,0,0,0,0,1,-1.4907743246039378,-0.5983386346629451,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,-0.8320644628904743,1,0,0,1,0,0,0,0,1,-0.5118432673700231,-0.7375112205288376,0,True,False,False,True,False,False,False,False,True,False
1,0,1,1,-0.791320501614164,1,1,0,0,0,0,0,0,1,0.3191678168692938,-0.6117286742287394,1,False,True,False,True,False,False,False,True,False,False
0,0,0,0,-0.8320644628904743,1,0,1,0,0,0,1,0,1,0.6765025830921999,-0.575418945850984,0,False,True,False,False,True,False,False,True,False,False
0,0,1,1,1.3273654847539706,1,1,1,0,1,0,1,1,1,1.3130570736195162,1.959754525481669,0,False,True,False,False,False,True,False,True,False,False
1,0,0,0,-1.1987601143772668,1,0,0,0,1,0,0,0,1,-0.5201533782124163,-0.9327807925822346,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-0.0171852373642686,1,0,0,0,0,0,0,0,0,-1.4924363467724169,-0.7419672139263508,0,False,False,True,True,False,False,True,False,False,False
1,1,1,0,0.4717422979514547,0,0,0,1,0,0,0,0,1,-1.145073713560382,-0.4074809372605511,1,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,1,0,0,0,1,-0.5035331565276299,-0.9854585759152116,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0,-0.3431369275747509,1,1,1,0,0,1,0,0,1,0.6499102283965414,-0.1523201668197872,0,False,True,False,True,False,False,False,False,True,False
1,0,1,1,1.6125732136881423,1,1,0,1,1,1,1,1,1,1.577318598407619,2.5405116451664616,0,False,True,False,False,False,True,True,False,False,False
1,0,1,0,1.1643896396487294,0,0,1,0,1,1,1,1,1,-0.0880276144079715,0.6598177189368624,0,True,False,False,False,False,True,False,False,False,True
1,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.4974224132778524,-0.9986500811217108,1,False,False,True,True,False,False,False,False,False,True
1,0,1,1,0.4717422979514547,0,0,0,0,1,1,1,1,1,-0.348965094859117,0.014911941826485,0,True,False,False,False,True,False,False,False,True,False
1,0,1,1,1.2051336009250395,1,1,0,0,0,0,0,0,1,-1.3478404181147754,-0.3788478707755411,0,False,False,True,False,False,True,True,False,False,False
0,0,1,1,-0.9135523854430948,1,0,0,0,0,0,0,0,1,-1.495760391109374,-0.920559899798956,0,False,False,True,True,False,False,True,False,False,False
0,0,0,0,1.0421577558197987,1,0,1,1,1,0,1,1,1,1.3845240268640977,1.704108448829295,1,False,True,False,False,True,False,False,False,True,False
0,0,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,0,0.3723525262606099,-0.9738332862098183,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,1.5718292524118322,1,1,1,1,1,1,1,1,1,1.635489374304371,2.599741062356178,0,False,True,False,False,False,True,True,False,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,1,0,0,0,-0.4503484471363135,-0.9847526759710512,1,True,False,False,True,False,False,False,False,False,True
1,0,0,0,-0.506112772679992,1,1,0,1,0,1,1,0,1,0.1296972896627295,-0.3825538454823837,0,True,False,False,False,True,False,False,False,True,False
0,1,0,0,-1.2802480369298874,1,0,0,0,0,0,1,0,0,0.453791612516063,-0.9727523769203228,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.9542963467194052,1,0,0,0,0,0,0,0,1,-0.6780454842178864,-0.8537641175827692,0,True,False,False,True,False,False,False,False,False,True
1,0,1,0,1.5310852911355222,1,0,1,1,1,1,0,1,0,1.2033636104999266,2.118670250410801,0,False,True,False,False,False,True,False,True,False,False
0,0,1,1,0.8384379494382472,1,0,0,0,1,0,0,1,0,-0.1395503016308091,0.4472315388782782,0,True,False,False,False,True,False,False,True,False,False
1,0,0,1,-0.9950403079957154,1,0,0,0,0,0,0,0,0,-1.5073945462887242,-0.9371264891134728,0,False,False,True,True,False,False,True,False,False,False
0,0,0,0,-1.076528230548336,0,0,1,1,1,1,1,1,1,-0.0464770601960057,-0.853477345730454,0,True,False,False,False,False,True,False,False,False,True
